### Instruction,### Human,### Assistant,text
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"As of March 23, 2018 at 09:00AM, Bitcoin is valued at $8395.00. #cryptocurrencies #cryptofinance24 $BTC #Bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: As of March 23, 2018 at 09:00AM, Bitcoin is valued at $8395.00. #cryptocurrencies #cryptofinance24 $BTC #Bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},The current price of Bitcoin is $8395.00 $BTC How's your wallet?,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: The current price of Bitcoin is $8395.00 $BTC How's your wallet? ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@LeNuitRenard @Crypto_Wax @LordRapt0rJesus @ProfFaustus Out of interest, what do you use bitcoin cash to buy?",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @LeNuitRenard @Crypto_Wax @LordRapt0rJesus @ProfFaustus Out of interest, what do you use bitcoin cash to buy? ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin percentage of market cap: 44.45 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin percentage of market cap: 44.45 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of Bitcoin is $8395.00 via Chain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of Bitcoin is $8395.00 via Chain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Current price of #Bitcoin is $8395.00 via Chain #BTCUSD #cryptocurrencies #blockchain,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Current price of #Bitcoin is $8395.00 via Chain #BTCUSD #cryptocurrencies #blockchain ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!!",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!! ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"BITCOIN is stuck at 8,400 USD and cannot move from there. Get ready for another PRICE DROP. We would expect to see it around 5,000 USD soon.",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BITCOIN is stuck at 8,400 USD and cannot move from there. Get ready for another PRICE DROP. We would expect to see it around 5,000 USD soon. ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@rogerkver Bitcoin cash? Bahahaha... it’s bcash fool.,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @rogerkver Bitcoin cash? Bahahaha... it’s bcash fool. ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin please,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin please ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@Cylinders_io Wonderful project!
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @Cylinders_io Wonderful project!
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@rogerkver Just in case you missed it roger. Everyone hates bcash. You lost. Bitcoin won!⚡️🏆,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @rogerkver Just in case you missed it roger. Everyone hates bcash. You lost. Bitcoin won!⚡️🏆 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},$BTCUSD exiting oversold zone on interval 60m #cryptocurrency #trading #bitcoin #crypto #technicalanalysis,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: $BTCUSD exiting oversold zone on interval 60m #cryptocurrency #trading #bitcoin #crypto #technicalanalysis ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},BTC $8443.60 Up +$28.21 +0.33% in the last hour #bitcoin #bitsmart,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: BTC $8443.60 Up +$28.21 +0.33% in the last hour #bitcoin #bitsmart ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Does anyone know how to buy bitcoin that could help me,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Does anyone know how to buy bitcoin that could help me ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Get your ROCKET Coin Now!The Coin of ICO Advisers
#theicorocket #ICO #bitcoin #blockchain
#theicorocket #rocket #ico #presale #investment",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Get your ROCKET Coin Now!The Coin of ICO Advisers
#theicorocket #ICO #bitcoin #blockchain
#theicorocket #rocket #ico #presale #investment ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"1 bitcoin = $8443.71 / 6845.577€
1 bitcoin-cash = $972.342 / 788.307€
1 ethereum = $517.157 / 419.275€
#bitcoin #ethereum #bitcoincash",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: 1 bitcoin = $8443.71 / 6845.577€
1 bitcoin-cash = $972.342 / 788.307€
1 ethereum = $517.157 / 419.275€
#bitcoin #ethereum #bitcoincash ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Bitcoin BTC Current Price:
$8.435,220
1 Hour: 0.02 % | 24 Hours: -6.39 % | 7 Days: 2.70 %
#btc #bitcoin",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin BTC Current Price:
$8.435,220
1 Hour: 0.02 % | 24 Hours: -6.39 % | 7 Days: 2.70 %
#btc #bitcoin ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},SIdeways movements. I have no large position. I just hope Bitcoin does not crash.,Negative,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: SIdeways movements. I have no large position. I just hope Bitcoin does not crash. ### Assistant: Negative
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@officialmcafee @theemrsmcafee How do you walk with those balls of steel? #Bitcoin #Litecoin #Ethereum #Monero #NEO #HODL,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @officialmcafee @theemrsmcafee How do you walk with those balls of steel? #Bitcoin #Litecoin #Ethereum #Monero #NEO #HODL ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"@2B7C89526 So if we all stop eating and using bitcoin, we will end heart disease and obesity as well as money laundering and crime.",Neutral,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @2B7C89526 So if we all stop eating and using bitcoin, we will end heart disease and obesity as well as money laundering and crime. ### Assistant: Neutral"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},@siosism @rogerkver bitcoin private is real bitcoin cash,Positive,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: @siosism @rogerkver bitcoin private is real bitcoin cash ### Assistant: Positive
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},Bitcoin value: $8456.11,Neutral,### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Bitcoin value: $8456.11 ### Assistant: Neutral
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive},"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive,"### Instruction: Detect the sentiment of the tweet. Please choose an answer from {negative/neutral/positive} ### Human: Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet ### Assistant: Positive"
